1535204280,57.639999,57.639999,57.639999,57.639999,10.405847
1535204340,57.630001,57.639999,57.630001,57.630001,23.276321
1535204400,57.630001,57.639999,57.639999,57.639999,16.907766
1535204460,57.630001,57.639999,57.639999,57.639999,4.244093
1535204520,57.639999,57.639999,57.639999,57.639999,13.828785
1535204580,57.630001,57.639999,57.639999,57.639999,3.491938
1535204640,57.630001,57.639999,57.639999,57.639999,10.490731
1535204700,57.630001,57.669998,57.630001,57.669998,173.260300
1535204760,57.660000,57.669998,57.660000,57.669998,3.321716
1535204820,57.660000,57.669998,57.660000,57.660000,32.474125
1535204880,57.669998,57.669998,57.669998,57.669998,21.605343
1535204940,57.660000,57.669998,57.669998,57.669998,15.479047
1535205000,57.669998,57.669998,57.669998,57.669998,9.492161
1535205060,57.660000,57.669998,57.660000,57.669998,4.604067
1535205120,57.660000,57.669998,57.660000,57.669998,38.966515
1535205180,57.669998,57.669998,57.669998,57.669998,10.949472
1535205240,57.669998,57.669998,57.669998,57.669998,8.762672
1535205300,57.660000,57.669998,57.660000,57.660000,8.238195
1535205360,57.660000,57.669998,57.660000,57.669998,5.504091
1535205420,57.669998,57.669998,57.669998,57.669998,3.392221
1535205480,57.669998,57.669998,57.669998,57.669998,3.399165
1535205540,57.660000,57.669998,57.660000,57.669998,21.882030
1535205600,57.669998,57.669998,57.669998,57.669998,2.407400
1535205660,57.669998,57.669998,57.669998,57.669998,3.912391
1535205720,57.660000,57.669998,57.669998,57.669998,8.428209
1535205780,57.660000,57.669998,57.660000,57.669998,25.432116
1535205840,57.660000,57.669998,57.669998,57.660000,10.297688
1535205900,57.660000,57.669998,57.660000,57.660000,10.719052
1535205960,57.660000,57.669998,57.660000,57.669998,54.851414
1535206020,57.669998,57.669998,57.669998,57.669998,4.227519
1535206080,57.660000,57.669998,57.669998,57.660000,6.540609
1535206140,57.660000,57.669998,57.660000,57.669998,152.168243
1535206200,57.669998,57.700001,57.669998,57.700001,16.881365
1535206260,57.689999,57.700001,57.700001,57.700001,13.747758
1535206320,57.689999,57.700001,57.700001,57.700001,7.495168
1535206380,57.700001,57.700001,57.700001,57.700001,1.354062
1535206440,57.689999,57.700001,57.700001,57.700001,6.971563
1535206500,57.689999,57.700001,57.700001,57.700001,20.385523
1535206560,57.700001,57.700001,57.700001,57.700001,5.658260
1535206620,57.689999,57.700001,57.689999,57.689999,8.436351
1535206680,57.689999,57.700001,57.700001,57.700001,25.258369
1535206740,57.689999,57.700001,57.700001,57.689999,6.977717
1535206800,57.689999,57.700001,57.689999,57.689999,47.851028
1535206860,57.689999,57.700001,57.689999,57.689999,25.819569
1535206920,57.689999,57.709999,57.700001,57.709999,14.883760
1535206980,57.700001,57.759998,57.709999,57.750000,47.412296
1535207040,57.730000,57.740002,57.730000,57.740002,8.225985
1535207100,57.730000,57.730000,57.730000,57.730000,16.348783
1535207160,57.730000,57.759998,57.740002,57.759998,15.394147
1535207220,57.750000,57.759998,57.759998,57.759998,15.891567
1535207280,57.759998,57.759998,57.759998,57.759998,18.380480
1535207340,57.750000,57.759998,57.759998,57.750000,2.686577
1535207400,57.759998,57.759998,57.759998,57.759998,5.720094
1535207460,57.750000,57.779999,57.759998,57.770000,28.400604
1535207520,57.779999,57.799999,57.779999,57.799999,101.713600
1535207580,57.790001,57.799999,57.790001,57.799999,22.502178
1535207640,57.790001,57.799999,57.790001,57.799999,30.769403
1535207700,57.790001,57.910000,57.799999,57.910000,258.566772
1535207760,57.820000,57.910000,57.849998,57.910000,20.868235
1535207820,57.900002,57.919998,57.910000,57.900002,24.545263
1535207880,57.849998,57.980000,57.919998,57.980000,39.931198
1535207940,57.919998,58.000000,57.950001,58.000000,321.624817
1535208000,57.990002,58.029999,58.000000,58.029999,87.050789
1535208060,58.029999,58.060001,58.029999,58.049999,42.661522
1535208120,58.040001,58.090000,58.060001,58.070000,82.720772
1535208180,58.070000,58.080002,58.070000,58.070000,16.079992
1535208240,58.070000,58.070000,58.070000,58.070000,0.822648
1535208300,58.060001,58.080002,58.060001,58.080002,12.827291
1535208360,58.070000,58.090000,58.080002,58.080002,38.252636
1535208420,58.080002,58.080002,58.080002,58.080002,21.283049
1535208480,58.090000,58.090000,58.090000,58.090000,8.640358
1535208540,58.080002,58.090000,58.090000,58.090000,24.323734
1535208600,58.080002,58.090000,58.080002,58.090000,2.868690
1535208660,58.080002,58.090000,58.090000,58.080002,53.443768
1535208720,58.090000,58.090000,58.090000,58.090000,3.889003
1535208780,58.080002,58.090000,58.090000,58.080002,36.894638
1535208840,58.090000,58.090000,58.090000,58.090000,24.732645
1535208900,58.090000,58.090000,58.090000,58.090000,177.010849
1535208960,58.080002,58.090000,58.090000,58.090000,24.464638
1535209020,58.090000,58.090000,58.090000,58.090000,2.822364
1535209080,58.080002,58.090000,58.090000,58.080002,5.153122
1535209140,58.080002,58.090000,58.090000,58.090000,43.492687
1535209200,58.090000,58.130001,58.090000,58.099998,552.017151
1535209260,58.049999,58.090000,58.090000,58.049999,170.055298
1535209320,58.020000,58.080002,58.049999,58.080002,87.999992
1535209380,58.080002,58.099998,58.080002,58.099998,4.599385
1535209440,58.090000,58.130001,58.090000,58.130001,115.797737
1535209500,58.119999,58.180000,58.119999,58.180000,321.671326
1535209560,58.169998,58.180000,58.180000,58.180000,105.699371
1535209620,58.200001,58.230000,58.200001,58.230000,151.204941
1535209680,58.230000,58.299999,58.230000,58.299999,155.735062
1535209740,58.299999,58.349998,58.299999,58.340000,28.910152
1535209800,58.349998,58.360001,58.349998,58.360001,98.891113
1535209860,58.250000,58.360001,58.360001,58.299999,395.324188
1535209920,58.270000,58.290001,58.270000,58.290001,23.884462
1535209980,58.240002,58.290001,58.279999,58.240002,47.365051
1535210040,58.220001,58.250000,58.250000,58.250000,10.988045
1535210100,58.220001,58.250000,58.250000,58.220001,7.120890
1535210160,58.220001,58.230000,58.230000,58.230000,19.617247
1535210220,58.169998,58.230000,58.230000,58.169998,217.780487
1535210280,58.119999,58.169998,58.169998,58.119999,27.410982
1535210340,58.119999,58.130001,58.119999,58.130001,30.490561
1535210400,58.119999,58.130001,58.130001,58.130001,8.052721
1535210460,58.119999,58.130001,58.130001,58.130001,65.882729
1535210520,58.119999,58.130001,58.119999,58.130001,7.236002
1535210580,58.119999,58.130001,58.130001,58.130001,114.349098
1535210640,58.119999,58.130001,58.119999,58.130001,63.151405
1535210700,58.119999,58.130001,58.119999,58.130001,38.133961
1535210760,58.130001,58.130001,58.130001,58.130001,2.458720
1535210820,58.119999,58.130001,58.130001,58.130001,10.104462
1535210880,58.119999,58.130001,58.119999,58.119999,3.331772
1535210940,58.130001,58.150002,58.130001,58.150002,45.202408
1535211000,58.139999,58.150002,58.139999,58.150002,77.557213
1535211060,58.150002,58.220001,58.150002,58.220001,130.402283
1535211120,58.200001,58.250000,58.209999,58.250000,178.014557
1535211180,58.200001,58.250000,58.200001,58.250000,15.035967
1535211240,58.230000,58.250000,58.230000,58.250000,1.601332
1535211300,58.250000,58.259998,58.250000,58.259998,15.368878
1535211360,58.250000,58.259998,58.259998,58.250000,119.737579
1535211420,58.250000,58.259998,58.259998,58.259998,7.090419
